LoanID,CustomerID,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Loan_Purpose,Application_Channel,Age,Gender,Marital_Status,Number_of_Dependents,Education_Level,Employment_Status,Job_Type,Years_Employed,Income_Type,Annual_Income,Monthly_Income,Income_Stability_Score,Credit_Score,Credit_Utilization_Ratio,Number_of_Previous_Loans,Previous_Defaults,Delinquencies,Number_of_Active_Loans,Avg_Days_Past_Due,EMI_to_Income_Ratio,Loan_to_Income_Ratio,Debt_to_Income_Ratio,High_Risk_Flag,Low_Income_Flag,High_Loan_Flag,Default_Status,avg_monthly_spending,spending_to_income_ratio,balance_volatility,rent_payment_ratio,behavioral_risk_score,loan_bin,dti_bin,behavior_bin,customer_segment
516,156362,377151.19,240,9.32,3471.33,Car,Online,45,Female,Married,0,Bachelors,Employed,Retail,8,Salary,735820.94,62549.71,69,728,0.41,2,0,0,1,0,0.055,0.513,0.108,0,0,0,0,2775.940769230769,0.0443790449258013,413329.4232567951,0.0,0.6733488527834363,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
517,88012,496887.09,12,8.73,43391.32,Home,Mobile App,36,Male,Married,4,High School,Employed,Manufacturing,1,Salary,697345.74,56990.75,64,704,0.27,1,0,0,3,0,0.761,0.713,0.88,1,0,0,1,17109.70619047619,0.3002137360315517,283054.469334368,0.875,0.24014725142506108,Medium,"(0.35, 2.5]",Low,Financial Stress
518,72432,540341.17,48,9.47,13567.33,Home,Agent,32,Female,Single,1,Bachelors,Employed,Construction,5,Salary,1123694.99,93281.95,70,629,0.2,1,0,0,2,0,0.145,0.481,0.198,0,0,0,0,5957.265555555556,0.0638623194866324,627014.4082727012,0.0,0.702546069294509,High,"(0.152, 0.229]",High,Low Risk
519,97316,2577647.85,24,11.0,120138.59,Home,Agent,30,Female,Single,0,Masters,Employed,Healthcare,4,Salary,2175347.43,175250.96,82,635,0.46,0,0,0,3,0,0.686,1.185,0.743,1,0,1,1,74306.22952380952,0.4239965677063442,739987.1223277814,0.7916666666666666,0.12750659885704818,Very High,"(0.35, 2.5]",Low,Financial Stress
520,100796,836778.44,60,5.96,16161.71,Personal,Mobile App,26,Female,Married,0,Bachelors,Employed,Healthcare,5,Salary,841020.39,67599.46,81,833,0.44,1,0,0,2,0,0.239,0.995,0.32,0,0,0,0,24305.391052631578,0.3595447583142419,314937.53309014416,0.625,0.23235725010694389,High,"(0.229, 0.35]",Low,Low Risk
521,145230,307911.47,240,8.64,2699.47,Home,Branch,19,Male,Single,0,Bachelors,Employed,IT,0,Salary,434033.77,35855.09,60,694,0.28,2,0,0,1,0,0.075,0.709,0.145,0,0,0,0,10874.725909090908,0.3032881139324145,187137.9862851478,0.9166666666666666,0.2876151840233258,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
522,46884,729212.3,36,9.84,23474.89,Medical,Online,34,Female,Married,1,Bachelors,Self-Employed,Services,12,Business,2129368.25,175619.22,75,611,0.51,4,0,1,1,0,0.134,0.342,0.171,0,0,0,0,70233.32523809525,0.3999159392813381,791362.0013317728,0.7083333333333334,0.19595822665996934,High,"(0.152, 0.229]",Low,Low Risk
523,159582,1406875.29,120,8.47,17420.68,Personal,Online,47,Male,Single,1,Masters,Self-Employed,Retail,5,Freelance,939924.92,79741.84,56,711,0.24,1,0,0,3,0,0.218,1.497,0.306,0,0,1,1,23873.38,0.2993796057426598,441618.6688178384,0.75,0.38291675988480994,Very High,"(0.229, 0.35]",Medium,High Exposure
524,154340,806504.05,60,16.93,20013.36,Home,Mobile App,45,Female,Married,1,Bachelors,Employed,Retail,5,Salary,871100.22,71915.74,69,540,0.63,4,4,0,1,332,0.278,0.926,0.338,1,0,0,1,3390.282857142857,0.0471417761308821,466992.5812598427,0.0,0.6496953916826126,High,"(0.229, 0.35]",Medium,Credit Risk
525,114722,155192.13,120,5.47,1681.94,Home,Online,38,Female,Married,1,High School,Self-Employed,Services,2,Freelance,369301.82,31399.65,53,823,0.15,0,0,0,1,0,0.054,0.42,0.125,0,0,0,0,1704.2040000000002,0.0542728892554772,197263.14557708864,0.0,0.6065047183679458,Low,"(0.013999999999999999, 0.152]",Medium,Low Risk
526,121456,642425.75,24,11.69,30148.29,Education,Agent,31,Male,Single,1,Bachelors,Self-Employed,Education,9,Business,1068447.59,90315.22,67,608,0.47,1,0,0,2,0,0.334,0.601,0.402,0,0,0,1,29219.53285714286,0.3235247539937218,458317.3042698819,0.75,0.2903964883539014,High,"(0.35, 2.5]",Medium,Low Risk
527,89934,1282767.98,12,13.65,114964.9,Home,Mobile App,38,Male,Married,0,Masters,Self-Employed,Retail,2,Freelance,2147168.4,179434.01,57,562,0.28,2,1,1,3,28,0.641,0.597,0.688,1,0,0,1,9600.70153846154,0.0535051745947546,1192816.2146386462,0.0,0.6841376830979842,Very High,"(0.35, 2.5]",High,Credit Risk
528,31412,648622.18,36,7.2,20086.94,Car,Branch,18,Female,Single,0,High School,Employed,Healthcare,0,Salary,1538672.74,122650.19,76,740,0.56,1,0,0,1,0,0.164,0.422,0.208,0,0,0,0,34799.08304347826,0.2837239740069237,636894.6184803316,0.8333333333333334,0.29118834996901505,High,"(0.152, 0.229]",Medium,Low Risk
529,70944,836443.26,36,5.79,25366.71,Business,Branch,35,Male,Single,0,Bachelors,Employed,Retail,12,Salary,1213847.43,98369.12,91,796,0.41,2,0,0,4,0,0.258,0.689,0.36,0,0,0,1,39974.79142857143,0.4063712784793942,414586.32525279664,0.7083333333333334,0.13552472653481645,High,"(0.35, 2.5]",Low,Low Risk
530,106725,299706.24,240,10.98,3089.45,Education,Agent,42,Female,Widowed,0,High School,Unemployed,Unemployed,0,No Income,176451.7,14629.37,64,642,0.19,2,0,1,1,0,0.211,1.699,0.357,0,1,1,0,4727.364500000001,0.3231199552711244,73017.87002565528,0.7916666666666666,0.26536219406444084,Medium,"(0.35, 2.5]",Medium,High Exposure
531,56325,2255737.79,120,10.24,30110.34,Medical,Branch,32,Male,Married,1,High School,Self-Employed,Construction,2,Business,1661563.8,138275.38,54,646,0.29,4,0,1,0,0,0.218,1.358,0.232,0,0,1,0,35818.744782608694,0.2590373336545887,737236.3211913455,0.875,0.30735655329855954,Very High,"(0.229, 0.35]",Medium,High Exposure
532,117525,295087.32,120,14.26,4627.96,Business,Online,41,Female,Married,1,High School,Unemployed,Unemployed,0,No Income,184643.63,15200.31,29,600,0.35,2,1,1,2,47,0.304,1.598,0.585,1,1,1,0,6598.725789473684,0.4340892850335717,67096.65950914107,0.7916666666666666,0.17085532438843365,Medium,"(0.35, 2.5]",Low,High Exposure
533,29725,657457.49,360,16.01,8846.51,Car,Online,33,Female,Divorced,0,Bachelors,Employed,Retail,3,Salary,839586.52,69934.44,62,513,0.37,2,2,0,1,160,0.126,0.783,0.174,1,0,0,1,23693.63208333333,0.3387929222055846,321967.27306993183,0.8333333333333334,0.1798450738014573,High,"(0.152, 0.229]",Low,Credit Risk
534,74079,348374.66,36,6.49,10675.75,Home,Mobile App,37,Female,Married,1,High School,Employed,Construction,16,Salary,826541.69,66540.76,100,786,0.55,2,0,0,1,0,0.16,0.421,0.218,0,0,0,0,2844.257692307692,0.0427439504501788,448876.164150768,0.0,0.7022903871334935,Medium,"(0.152, 0.229]",High,Low Risk
535,156926,648803.59,24,7.83,29293.35,Car,Mobile App,33,Female,Single,0,Bachelors,Employed,Retail,3,Salary,926318.95,76121.66,59,759,0.26,0,0,0,4,0,0.385,0.7,0.503,0,0,0,1,3441.4555555555557,0.045209344439035,508164.87769533176,0.0,0.6879767618757269,High,"(0.35, 2.5]",High,Low Risk
536,162112,393512.2,36,5.81,11937.56,Car,Online,49,Male,Divorced,0,Masters,Self-Employed,Finance,7,Business,931720.11,77216.56,63,783,0.14,1,0,0,1,0,0.155,0.422,0.187,0,0,0,0,23794.323333333334,0.3081465321273209,395449.2934001468,0.7083333333333334,0.30349911002770125,Medium,"(0.152, 0.229]",Medium,Low Risk
537,74571,1041491.52,24,9.18,47666.33,Car,Online,57,Female,Single,0,Masters,Employed,Finance,21,Salary,2410921.03,204199.97,100,688,0.27,4,0,0,3,0,0.233,0.432,0.276,0,0,0,0,79731.887,0.390457924857066,997288.4729259394,0.7083333333333334,0.27398387914013783,Very High,"(0.229, 0.35]",Medium,Low Risk
538,83293,815920.03,36,7.55,25398.93,Business,Mobile App,42,Male,Single,0,Bachelors,Employed,Construction,15,Salary,854889.65,67913.05,88,793,0.37,2,1,0,1,69,0.374,0.954,0.422,1,0,0,1,2975.8525000000004,0.0438179213285027,466125.82837732666,0.0,0.7276255345915095,High,"(0.35, 2.5]",High,Low Risk
539,57584,258970.96,60,8.97,5372.04,Personal,Mobile App,22,Male,Married,1,Masters,Self-Employed,Construction,1,Business,655472.6,52936.91,74,693,0.17,1,0,0,0,0,0.101,0.395,0.11,0,0,0,0,2612.417,0.0493486992591887,350126.33448246325,0.0,0.6758956322766831,Low,"(0.013999999999999999, 0.152]",High,Low Risk
540,123668,1809638.59,48,7.92,44110.64,Personal,Online,40,Male,Married,3,Masters,Employed,Manufacturing,5,Salary,4033943.35,339982.39,73,787,0.46,3,1,0,0,81,0.13,0.449,0.153,1,0,0,0,16291.876153846157,0.0479196238199935,2378278.1080445326,0.0,0.7567422631818896,Very High,"(0.152, 0.229]",High,Behavioral Risk
541,4406,587272.44,72,6.33,9824.54,Medical,Online,48,Male,Single,0,High School,Employed,IT,2,Salary,2187214.44,176938.77,62,758,0.52,3,0,0,1,0,0.056,0.269,0.093,0,0,0,0,42304.7452173913,0.2390912185394572,930665.1200360148,0.875,0.28696377789847966,High,"(0.013999999999999999, 0.152]",Medium,Low Risk
542,135422,854871.21,360,6.95,5658.8,Education,Online,18,Female,Single,0,High School,Self-Employed,Manufacturing,0,Business,1359841.1,112781.32,44,788,0.15,1,0,0,1,0,0.05,0.629,0.075,0,0,0,0,6546.15,0.0580423420975911,731490.0096231975,0.0,0.6508497031688844,High,"(0.013999999999999999, 0.152]",Medium,Low Risk
543,9962,992066.28,48,6.66,23600.08,Personal,Online,28,Male,Married,1,Masters,Employed,Healthcare,6,Salary,1091660.15,87537.27,75,757,0.42,3,0,0,1,0,0.27,0.909,0.313,0,0,0,0,38972.29315789474,0.4452029170543893,384883.377410648,0.6666666666666666,0.1913422732443232,Very High,"(0.229, 0.35]",Low,Low Risk
544,67825,1206882.48,60,10.18,25749.71,Personal,Online,31,Male,Single,0,Bachelors,Employed,Education,4,Salary,1030939.82,85591.33,75,606,0.34,1,0,0,1,0,0.301,1.171,0.341,0,0,1,0,3179.7525,0.0371499700966196,572988.1603438568,0.0,0.689916622438201,Very High,"(0.229, 0.35]",High,Low Risk
545,153432,70171.66,120,6.53,797.86,Personal,Mobile App,19,Male,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,148633.14,12357.12,43,835,0.14,6,0,0,0,0,0.065,0.472,0.072,0,1,0,0,3775.775909090909,0.3055299599850875,62032.247062453134,0.7083333333333334,0.2811777415856373,Low,"(0.013999999999999999, 0.152]",Medium,Low Risk
546,13208,1218776.58,24,8.47,55383.59,Home,Branch,38,Male,Married,1,Bachelors,Self-Employed,IT,16,Business,2170838.4,174536.01,76,698,0.39,0,0,0,1,0,0.317,0.561,0.348,0,0,0,0,50455.71136363636,0.2890831655912769,887969.904291286,0.7916666666666666,0.27726318539372696,Very High,"(0.229, 0.35]",Medium,Low Risk
547,52462,515735.19,240,7.75,4233.92,Home,Agent,56,Male,Widowed,0,High School,Employed,Finance,3,Salary,950005.34,78780.83,71,735,0.66,2,0,0,1,0,0.054,0.543,0.112,0,0,0,0,25652.170476190477,0.3256102387592478,383556.5227168125,0.8333333333333334,0.2328673731773169,Medium,"(0.013999999999999999, 0.152]",Low,Low Risk
548,15180,378398.07,24,9.27,17333.93,Business,Online,53,Male,Married,0,Bachelors,Employed,Retail,24,Salary,945442.4,77309.81,100,678,0.44,1,0,0,0,0,0.224,0.4,0.246,0,0,0,0,3171.9890909090905,0.0410290500242992,558613.6515536448,0.0,0.8040186913192763,Medium,"(0.229, 0.35]",High,Behavioral Risk
549,11708,1431432.62,60,8.41,29305.98,Home,Mobile App,45,Female,Single,2,High School,Employed,Finance,24,Salary,1800767.78,150761.47,100,705,0.2,3,0,0,0,0,0.194,0.795,0.204,0,0,0,0,55752.46434782608,0.3698033359882342,690349.425248733,0.8333333333333334,0.1825042620886048,Very High,"(0.152, 0.229]",Low,Low Risk
550,81762,1748157.11,240,7.92,14535.37,Business,Online,55,Female,Single,0,Bachelors,Self-Employed,Education,34,Business,1420701.37,118190.22,100,757,0.06,1,0,0,3,0,0.123,1.23,0.177,0,0,1,0,53371.79157894737,0.4515715429534221,527895.0290114124,0.7916666666666666,0.18651838685954156,Very High,"(0.152, 0.229]",Low,High Exposure
551,116298,359686.46,24,11.73,16886.37,Business,Online,24,Male,Married,3,Bachelors,Employed,Healthcare,0,Salary,470813.27,39704.38,62,605,0.23,0,0,1,1,0,0.425,0.764,0.487,0,0,0,1,2507.0653846153846,0.0631417048424013,277658.0823714085,0.0,0.7601383007985962,Medium,"(0.35, 2.5]",High,Behavioral Risk
552,77930,238520.08,48,15.36,6681.8,Personal,Online,32,Male,Single,0,PhD,Employed,Education,10,Salary,889412.08,72705.55,83,565,0.59,4,3,0,3,255,0.092,0.268,0.204,1,0,0,1,27656.43380952381,0.3803843506468648,325674.77649630484,0.7083333333333334,0.1852615266306648,Low,"(0.152, 0.229]",Low,Credit Risk
553,122283,1769598.98,240,12.13,19645.43,Home,Mobile App,20,Male,Single,0,Bachelors,Self-Employed,Services,0,Business,4116178.29,350000.0,59,576,0.25,2,0,1,2,0,0.056,0.43,0.08,1,0,0,0,103492.85181818182,0.2956930175004695,1790413.607296693,0.8333333333333334,0.27779078347326447,Very High,"(0.013999999999999999, 0.152]",Medium,Credit Risk
554,68613,701326.86,36,7.07,21677.39,Home,Mobile App,52,Female,Married,0,Bachelors,Self-Employed,Construction,2,Business,891866.35,71951.72,63,723,0.3,2,0,0,0,0,0.301,0.786,0.316,0,0,0,0,19706.387142857144,0.2738796690779326,353195.910042633,0.7916666666666666,0.23529232607794692,High,"(0.229, 0.35]",Low,Low Risk
555,159537,955498.83,48,13.62,25928.64,Car,Mobile App,30,Female,Single,0,Bachelors,Self-Employed,Services,5,Business,1464471.94,120767.47,64,539,0.25,2,1,0,0,27,0.215,0.652,0.227,1,0,0,0,41218.321363636365,0.3413003523488901,598090.1274340294,0.875,0.24761891483891374,Very High,"(0.152, 0.229]",Low,Credit Risk
556,5312,420331.65,36,7.03,12984.39,Personal,Online,52,Male,Single,0,Masters,Employed,Finance,22,Salary,1142409.21,91189.61,99,787,0.06,0,0,0,4,0,0.142,0.368,0.233,0,0,0,0,38981.38,0.4274714249636009,451393.2973419123,0.7083333333333334,0.29752641634919097,Medium,"(0.229, 0.35]",Medium,Low Risk
557,12977,324221.4,240,7.29,2570.43,Education,Mobile App,47,Male,Single,0,High School,Employed,Healthcare,6,Salary,605585.74,51039.65,77,754,0.38,4,0,0,1,0,0.05,0.535,0.109,0,0,0,0,13882.640952380953,0.2719918526190585,280098.268966846,0.8333333333333334,0.35101343381108413,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
558,92246,1847702.31,12,8.09,160805.62,Home,Online,39,Male,Married,0,Bachelors,Self-Employed,IT,15,Business,1927681.6,155503.33,90,699,0.18,0,0,0,1,0,1.034,0.959,1.056,1,0,0,1,34191.80782608695,0.2198768859110672,805034.6615237539,0.8333333333333334,0.27150788801451664,Very High,"(0.35, 2.5]",Medium,Financial Stress
559,93749,626153.33,60,8.7,12906.94,Home,Online,25,Female,Married,1,Bachelors,Employed,Construction,0,Salary,1135922.06,91768.92,70,685,0.29,4,0,0,1,0,0.141,0.551,0.177,0,0,0,0,26607.097916666666,0.2899326698406914,457072.97657203046,0.7916666666666666,0.25470919871678593,High,"(0.152, 0.229]",Low,Low Risk
560,87748,759412.23,60,10.73,16409.39,Car,Online,36,Female,Married,5,High School,Self-Employed,Retail,5,Business,1459903.0,121210.67,61,631,0.65,2,0,1,0,0,0.135,0.52,0.168,0,0,0,0,36442.51409090909,0.3006518604265504,584998.1828252531,0.7916666666666666,0.2245720566389877,High,"(0.152, 0.229]",Low,Low Risk
561,48573,634682.05,120,7.69,7596.88,Business,Agent,45,Female,Married,2,High School,Employed,Retail,12,Salary,709829.12,56766.37,94,720,0.49,0,0,0,0,0,0.134,0.894,0.158,0,0,0,0,1754.633076923077,0.0309091838660673,391768.4096178234,0.0,0.7323824313475353,High,"(0.152, 0.229]",High,Low Risk
562,22370,1095974.29,36,8.11,34399.49,Personal,Mobile App,38,Female,Single,0,PhD,Employed,Education,10,Salary,1482761.96,119855.12,100,731,0.41,1,0,0,0,0,0.287,0.739,0.308,0,0,0,0,7305.108749999999,0.0609489840819142,932281.018473557,0.0,0.9268210788484712,Very High,"(0.229, 0.35]",High,Behavioral Risk
563,163013,1263547.79,84,5.79,18331.67,Business,Agent,30,Female,Married,2,High School,Employed,Education,6,Salary,1379857.48,113983.0,63,803,0.14,2,0,0,3,0,0.161,0.916,0.22,0,0,0,0,43257.96173913044,0.3795090691599737,503364.4530365357,0.875,0.1431852709548316,Very High,"(0.152, 0.229]",Low,Low Risk
564,49751,1088607.78,60,14.71,25732.49,Business,Mobile App,46,Female,Married,2,Bachelors,Employed,Healthcare,8,Salary,964971.94,79941.85,86,582,0.52,2,2,1,0,40,0.322,1.128,0.348,1,0,1,1,25738.08333333333,0.3219560390120358,393599.1536263376,0.8333333333333334,0.2436276529502774,Very High,"(0.229, 0.35]",Low,Low Risk
565,142751,496099.21,60,10.62,10692.62,Personal,Mobile App,19,Male,Single,0,High School,Employed,Retail,0,Salary,934837.27,75754.04,64,683,0.24,4,1,0,1,40,0.141,0.531,0.18,1,0,0,0,3508.7466666666664,0.0463170063228356,498574.6151959284,0.0,0.6682001013269698,Medium,"(0.152, 0.229]",High,Low Risk
566,77954,376692.1,36,6.39,11526.39,Home,Online,42,Female,Single,0,High School,Self-Employed,Finance,12,Freelance,348350.07,28109.39,66,802,0.17,3,0,0,3,0,0.41,1.081,0.632,1,0,1,1,9999.144761904765,0.355709926539787,124960.76105815195,0.7916666666666666,0.15753120860558278,Medium,"(0.35, 2.5]",Low,Low Risk
567,174344,176266.07,24,10.29,8157.4,Business,Mobile App,43,Female,Single,0,High School,Unemployed,Unemployed,0,No Income,187706.73,15468.12,47,653,0.49,2,0,0,2,0,0.527,0.939,0.81,1,1,0,1,4080.314347826087,0.2637715880299646,76447.01944601498,0.7916666666666666,0.2397768716827026,Low,"(0.35, 2.5]",Low,Low Risk
568,58426,193029.35,120,15.27,3146.23,Education,Online,49,Female,Single,1,High School,Unemployed,Unemployed,0,No Income,186845.05,14963.23,36,539,0.23,1,1,0,2,32,0.21,1.033,0.489,1,1,1,0,6140.483333333333,0.4103440894274769,63919.51579242836,0.8333333333333334,0.12736867215552097,Low,"(0.35, 2.5]",Low,Credit Risk
569,94610,622208.78,240,7.49,5008.67,Personal,Mobile App,32,Male,Single,0,Bachelors,Employed,Retail,9,Salary,732484.23,61391.07,85,787,0.24,1,0,0,1,0,0.082,0.849,0.126,0,0,0,0,23711.971904761907,0.3862383513825467,272532.3341394561,0.8333333333333334,0.1569249456792147,High,"(0.013999999999999999, 0.152]",Low,Low Risk
570,139928,697415.97,48,13.38,18841.73,Personal,Branch,32,Female,Single,0,Bachelors,Self-Employed,IT,7,Business,1517466.58,123749.75,62,512,0.22,2,0,0,1,0,0.152,0.46,0.179,1,0,0,1,5620.389375,0.0454170126241659,837239.407440213,0.0,0.7071788478070873,High,"(0.152, 0.229]",High,Credit Risk
571,25379,213333.17,48,18.1,6277.81,Business,Online,49,Male,Married,2,High School,Self-Employed,Education,1,Business,796652.57,66859.6,52,387,0.62,6,2,3,2,162,0.094,0.268,0.185,1,0,0,0,23247.11869565217,0.3476953347061224,304612.4025667512,0.9166666666666666,0.15773496054506747,Low,"(0.152, 0.229]",Low,Credit Risk
572,70192,595026.41,48,11.32,15471.4,Home,Branch,30,Female,Single,1,Bachelors,Self-Employed,IT,7,Business,1179269.86,97123.36,76,624,0.56,2,0,1,3,0,0.159,0.505,0.249,0,0,0,0,27279.883913043475,0.280875816458852,471679.6660377555,0.875,0.21175263419102175,High,"(0.229, 0.35]",Low,Low Risk
573,132304,418965.66,240,9.2,3823.6,Business,Online,58,Male,Married,0,PhD,Employed,Construction,24,Salary,882170.43,71586.82,100,670,0.14,4,0,0,3,0,0.053,0.475,0.144,0,0,0,0,3970.827142857143,0.0554679153919918,495966.904573473,0.0,0.7443639417655682,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
574,69905,293125.35,60,6.36,5716.13,Personal,Branch,31,Female,Single,1,PhD,Employed,Healthcare,5,Salary,514339.79,42444.51,80,794,0.22,0,0,0,2,0,0.135,0.57,0.24,0,0,0,0,17318.210454545453,0.408010422175289,188603.0939414485,0.7916666666666666,0.17048239034056367,Medium,"(0.229, 0.35]",Low,Low Risk
575,86772,1039518.55,84,6.05,15210.79,Personal,Online,49,Male,Single,1,Bachelors,Self-Employed,Services,2,Business,1410792.82,115038.24,59,780,0.54,2,0,0,0,0,0.132,0.737,0.159,0,0,0,0,4994.200999999999,0.0434130215046622,813602.7978825681,0.0,0.7720123266012968,Very High,"(0.152, 0.229]",High,Behavioral Risk
576,119423,217220.72,48,5.0,5002.44,Education,Online,42,Male,Single,1,Bachelors,Employed,Services,7,Salary,353963.71,29781.17,84,824,0.16,2,0,0,1,0,0.168,0.614,0.243,0,0,0,0,9563.139523809525,0.3211028452194559,140662.92983720233,0.7916666666666666,0.20782310148146552,Low,"(0.229, 0.35]",Low,Low Risk
577,137392,421337.66,60,16.02,10250.59,Personal,Branch,26,Female,Married,0,High School,Employed,Education,1,Salary,603735.38,49846.24,73,549,0.53,6,3,0,1,174,0.206,0.698,0.272,1,0,0,1,14714.762727272726,0.29519714085018,263349.33684901183,0.875,0.30627164285201247,Medium,"(0.229, 0.35]",Medium,Credit Risk
578,160962,911130.98,36,7.23,28228.99,Personal,Mobile App,41,Male,Single,0,High School,Employed,IT,3,Salary,917237.75,77544.92,72,746,0.18,1,0,0,2,0,0.364,0.993,0.425,0,0,0,0,31154.22,0.4017518910085792,359714.9705878819,0.7916666666666666,0.21047542839895764,Very High,"(0.35, 2.5]",Low,Low Risk
579,10999,1202642.07,24,5.12,52826.23,Personal,Online,47,Female,Married,1,High School,Employed,Retail,15,Salary,744247.58,60946.96,88,807,0.15,4,0,0,1,0,0.867,1.616,0.907,1,0,1,1,2487.3228571428567,0.0408106006688797,392358.2819620429,0.0,0.6361691293897587,Very High,"(0.35, 2.5]",Medium,Financial Stress
580,82258,3189738.95,48,8.46,78561.43,Home,Mobile App,62,Female,Married,1,Bachelors,Self-Employed,IT,2,Business,1530557.8,124084.15,54,723,0.48,0,0,0,0,0,0.633,2.084,0.657,1,0,1,0,48957.851,0.3945504437879956,573431.349045175,0.7916666666666666,0.20491672799852195,Very High,"(0.35, 2.5]",Low,Financial Stress
581,94240,626470.27,72,16.17,13648.0,Education,Branch,38,Male,Married,4,High School,Self-Employed,IT,13,Freelance,869017.42,72321.94,78,461,0.34,4,0,1,1,0,0.189,0.721,0.233,1,0,0,0,24877.75857142857,0.3439815717036471,347011.4837942469,0.8333333333333334,0.2225474785316988,High,"(0.229, 0.35]",Low,Credit Risk
582,104022,1281154.17,60,9.01,26600.87,Education,Online,50,Female,Married,1,Masters,Employed,IT,4,Salary,1236851.32,103449.47,64,696,0.45,1,0,0,0,0,0.257,1.036,0.28,0,0,1,0,5695.028181818182,0.0550507714640463,698342.7715568177,0.0,0.7064408088101806,Very High,"(0.229, 0.35]",High,Low Risk
583,52336,649699.85,48,6.49,15404.61,Personal,Online,49,Male,Married,1,Bachelors,Employed,IT,19,Salary,1388693.52,117458.62,87,733,0.15,2,0,0,0,0,0.131,0.468,0.139,0,0,0,0,4284.603,0.0364772421364891,782516.7467485104,0.0,0.6828494438560093,High,"(0.013999999999999999, 0.152]",High,Low Risk
584,41317,522244.6,48,11.39,13596.81,Personal,Branch,30,Female,Married,4,High School,Employed,Services,1,Salary,483367.79,38470.37,69,664,0.44,2,1,1,0,58,0.353,1.08,0.375,1,0,1,0,1628.240909090909,0.0423234449173738,275699.9797048793,0.0,0.7917453147319272,High,"(0.35, 2.5]",High,Behavioral Risk
585,81678,77462.32,60,10.14,1651.19,Medical,Mobile App,66,Male,Married,0,High School,Unemployed,Unemployed,0,No Income,154747.11,12334.05,42,691,0.25,3,0,0,1,0,0.134,0.501,0.309,0,1,0,0,4312.149090909091,0.3495850516138233,60672.573601112905,0.875,0.24256889541900223,Low,"(0.229, 0.35]",Low,Low Risk
586,155070,208498.48,60,5.19,3952.8,Personal,Mobile App,36,Male,Married,3,High School,Employed,Retail,2,Salary,372798.52,29950.04,64,828,0.19,3,0,0,0,0,0.132,0.559,0.141,0,0,0,0,7691.494210526316,0.2568022416091834,154022.48468735625,0.75,0.2878035813550236,Low,"(0.013999999999999999, 0.152]",Medium,Low Risk
587,2770,1060757.82,60,8.27,21645.67,Car,Online,35,Female,Married,4,Bachelors,Employed,Healthcare,7,Salary,1101271.49,91663.78,84,747,0.14,2,0,0,1,0,0.236,0.963,0.265,0,0,0,0,3713.181428571429,0.0405082675000303,607298.8695935851,0.0,0.6760448888758717,Very High,"(0.229, 0.35]",High,Low Risk
588,89788,647452.48,24,10.24,29948.42,Home,Online,55,Male,Married,2,Bachelors,Employed,Services,24,Salary,1848200.81,147427.89,100,654,0.57,2,0,0,5,0,0.203,0.35,0.299,0,0,0,1,5178.930714285714,0.0351283301006045,938835.7669271424,0.0,0.6199095091851712,High,"(0.229, 0.35]",Medium,Low Risk
589,21440,166783.01,24,7.88,7534.02,Personal,Branch,31,Female,Married,2,Bachelors,Employed,Education,5,Salary,659612.06,54784.21,79,728,0.28,4,0,0,0,0,0.138,0.253,0.152,0,0,0,0,2720.714285714286,0.0496614740678056,373246.01334273495,0.0,0.7183501849674402,Low,"(0.013999999999999999, 0.152]",High,Low Risk
590,163068,69015.58,36,9.63,2214.97,Home,Online,33,Female,Widowed,0,Bachelors,Unemployed,Unemployed,0,No Income,148730.56,11885.26,49,736,0.67,2,0,0,0,0,0.186,0.464,0.22,0,1,0,0,3798.293,0.3195532488772751,61869.9909492339,0.75,0.3171890889905228,Low,"(0.152, 0.229]",Medium,Low Risk
591,135201,139579.08,24,8.33,6333.81,Personal,Online,36,Male,Single,1,High School,Unemployed,Unemployed,0,No Income,145581.29,11554.39,49,775,0.24,3,0,0,0,0,0.548,0.959,0.56,0,1,0,0,4162.692083333333,0.3602381298539758,50499.417244166165,0.8333333333333334,0.1355863237150396,Low,"(0.35, 2.5]",Low,Low Risk
592,109316,345707.71,24,9.5,15872.99,Personal,Mobile App,53,Female,Married,4,Bachelors,Employed,Manufacturing,7,Salary,807048.62,64671.15,91,642,0.46,3,0,1,2,0,0.245,0.428,0.33,0,0,0,0,25480.57227272728,0.3939960597061838,291835.2657608102,0.8333333333333334,0.1745212272810392,Medium,"(0.229, 0.35]",Low,Low Risk
593,93876,394178.38,24,5.04,17300.22,Home,Branch,34,Female,Single,0,Masters,Employed,Manufacturing,1,Salary,845723.57,67868.89,67,823,0.45,1,0,0,1,0,0.255,0.466,0.307,0,0,0,0,19960.46,0.2940989001160897,348575.5112168044,0.75,0.2959419971145484,Medium,"(0.229, 0.35]",Medium,Low Risk
594,63243,3821734.41,36,8.63,120873.09,Car,Branch,51,Female,Married,0,High School,Self-Employed,Healthcare,19,Freelance,2547082.32,207553.8,74,718,0.43,2,0,0,1,0,0.582,1.5,0.614,1,0,1,0,67728.2975,0.3263152550555323,1013000.0199820792,0.75,0.24980947443931298,Very High,"(0.35, 2.5]",Low,High Exposure
